Bairro,Endereco,Preco,Bedroom2,Bathroom
Kensington,39 Henry St,1455000,3,1
Thornbury,90 Woolton Av,1455000,3,1
Moonee Ponds,48 Park St,1455000,3,1
Hampton East,60 Apex Av,1451000,3,1
Elsternwick,31 Prentice St,1450000,3,1
Brunswick,41 Mountfield St,1450000,3,1
Hampton,102 Willis St,1450000,3,1
Thornbury,7 Ballantyne St,1450000,3,1
Brunswick West,27 Halpin St,1445000,3,1
Prahran,27 Westbourne St,1442000,3,1
Ascot Vale,78 The Parade,1440000,3,1
Fitzroy,190 Gore St,1440000,3,1
Kew,33 Disraeli St,1440000,3,1
Brunswick,11 Garnet St,1440000,3,1
Eaglemont,104 Studley Rd,1440000,3,1
Blackburn South,45 Baratta St,1440000,3,1
Moonee Ponds,64 Salisbury St,1435000,3,1
Toorak,1/3 Glover Ct,1435000,3,1
Burnley,154 Stawell St,1435000,3,1
Ascot Vale,6 Munro St,1435000,3,1
Doncaster,35 Bellara St,1430000,3,1
Prahran,14 Doon St,1430000,3,1
Strathmore,8 Upland Rd,1430000,3,1
Thornbury,178 Clarendon St,1430000,3,1
Malvern East,3 Carmelo Av,1430000,3,1
Doncaster East,18 Daly St,1430000,3,1
Mount Waverley,38 Hillview Av,1430000,3,1
Mount Waverley,59 Barlyn Rd,1430000,3,1
Thornbury,152 Gooch St,1427000,3,1
North Melbourne,31 Cobden St,1425000,3,1
Windsor,5 Gladstone St,1425000,3,1
Balwyn,52A Banool Rd,1425000,3,1
Maribyrnong,13 Middle Rd,1425000,3,1
Ashburton,12 Meaden St,1422000,3,1
Richmond,28 Stawell St,1422000,3,1
Glen Iris,60 Madeline St,1420000,3,1
Hawthorn,14 Malmsbury St,1420000,3,1
Northcote,160 Bent St,1420000,3,1
Richmond,8 Malleson St,1420000,3,1
Murrumbeena,12 Wahroongaa Rd,1420000,3,1
Middle Park,26 Canterbury Rd,1420000,3,1
Thornbury,3 Tharratt St,1420000,3,1
Ashwood,10 Kiewa St,1420000,3,1
Malvern East,35 Thurso St,1420000,3,1
Murrumbeena,22 Atkinson St,1420000,3,1
Highett,43 Wilson St,1420000,3,1
Ivanhoe,50 Magnolia Rd,1417500,3,1
Chelsea,7 Embankment Gr,1417000,3,1
Ashburton,14 Lucerne St,1415000,3,1
Northcote,65 Westgarth St,1415000,3,1
Box Hill,19 Wavell St,1412000,3,1
Brighton,33 Burrows St,1410000,3,1
Brunswick,133 Weston St,1410000,3,1
Kew,17 Gladstone St,1410000,3,1
Richmond,9 Hosie St,1410000,3,1
Murrumbeena,3 Atkinson St,1410000,3,1
Doncaster,70 Wetherby Rd,1410000,3,1
Burwood,3 Loudon Rd,1410000,3,1
Carnegie,4 Edgewood St,1410000,3,1
Doncaster East,40 Saxonwood Dr,1408000,3,1
Essendon West,2 Diamond St,1406000,3,1
Albert Park,1A Reed St,1406000,3,1
Altona North,153 Mills St,1405000,3,1
Bentleigh East,23 Gardeners Rd,1405000,3,1
Brighton East,24 Moore St,1405000,3,1
Richmond,4 Burgess St,1405000,3,1
Kew,40 Mary St,1405000,3,1
Malvern East,1 Oak Gr,1405000,3,1
Murrumbeena,13 Doris St,1405000,3,1
Richmond,13 Barkly Av,1405000,3,1
Doncaster,5 Boyd St,1403000,3,1
Hampton,73 Linacre Rd,1403000,3,1
Abbotsford,67 Yarra St,1402500,3,1
Port Melbourne,180 Station St,1402000,3,1
Bulleen,11 Carrathool St,1400000,3,1
Northcote,23 Howitt St,1400000,3,1
Northcote,14 Jenkins St,1400000,3,1
Heidelberg,14 Adamson St,1400000,3,1
Brighton East,239 South Rd,1400000,3,1
Essendon,10 Glen St,1400000,3,1
Reservoir,20 York St,1400000,3,1
Port Melbourne,237 Princes St,1400000,3,1
Brunswick,161 Edward St,1400000,3,1
Parkdale,1 Keith St,1400000,3,1
Moonee Ponds,2 Grosvenor St,1400000,3,1
Mount Waverley,23 Amber Gr,1400000,3,1
Dandenong,3 Aratula St,1400000,3,1
Carlton,68 Grattan St,1398000,3,1
Northcote,178 Beaconsfield Pde,1396500,3,1
Bentleigh,8 Marriot Rd,1395000,3,1
Kensington,130 Bellair St,1394000,3,1
Doncaster,741 Elgar Rd,1391000,3,1
Bentleigh,38 Leckie St,1390000,3,1
Brighton,4/78 Dendy St,1390000,3,1
Burwood,4 Bennett St,1390000,3,1
Essendon West,10 Beryl St,1390000,3,1
Brighton,679 Hampton St,1385000,3,1
Templestowe Lower,21 Rooney St,1385000,3,1
Mount Waverley,2 Merton Cl,1385000,3,1
Clifton Hill,57 Alexander St,1385000,3,1
Port Melbourne,230 Nott St,1384000,3,1
Port Melbourne,213 Stokes St,1380000,3,1
Caulfield East,4 Lord St,1380000,3,1
Malvern East,2059 Malvern Rd,1380000,3,1
Malvern East,54 Chadstone Rd,1380000,3,1
Elwood,4/130 Tennyson St,1380000,3,1
Strathmore,11 Roland Av,1380000,3,1
Mount Waverley,14 Herbert St,1380000,3,1
Ascot Vale,10 McCully St,1377000,3,1
Hawthorn,23 William St,1377000,3,1
Fairfield,147 Gillies St,1375000,3,1
Heidelberg,57 Martin St,1375000,3,1
Ascot Vale,68 South St,1375000,3,1
Moonee Ponds,184 Maribyrnong Rd,1375000,3,1
Abbotsford,17 Valiant St,1375000,3,1
Bentleigh East,63 Barrington St,1372500,3,1
Bentleigh,4 Daley St,1370000,3,1
Coburg,243 Moreland Rd,1370000,3,1
Coburg,9 Beckley St,1370000,3,1
Moonee Ponds,2 Addison St,1370000,3,1
Windsor,115 Albert St,1370000,3,1
Newport,11 Challis St,1370000,3,1
Templestowe Lower,4 Michael St,1370000,3,1
West Melbourne,148 Adderley St,1370000,3,1
Brighton,1/18 William St,1370000,3,1
Carnegie,29 Holywood Gr,1370000,3,1
Glen Waverley,19 Diamond Av,1370000,3,1
Abbotsford,60 Charles St,1370000,3,1
Blackburn,1 Stanley Gr,1370000,3,1
Doncaster East,7 Octantis St,1369000,3,1
Surrey Hills,1/29 Kennealy St,1366000,3,1
Abbotsford,18 Valiant St,1366000,3,1
Ashwood,35 Douglas St,1365000,3,1
Caulfield North,14 Arthur St,1365000,3,1
Essendon,17 Cooper St,1365000,3,1
Richmond,6 Kennedy St,1365000,3,1
Bentleigh,12 Auckland St,1365000,3,1
Essendon West,17 Diamond St,1362500,3,1
Hawthorn,16 Belgrave St,1362500,3,1
Doncaster,25 Outlook Dr,1362000,3,1
St Kilda,63 Chapel St,1361000,3,1
Clifton Hill,3 Hodgkinson St,1360000,3,1
Williamstown,175 Douglas Pde,1360000,3,1
Kensington,24 Kensington Rd,1360000,3,1
South Yarra,2 Hopetoun Gr,1360000,3,1
Brunswick,36 Fourth Av,1360000,3,1
Hughesdale,13 Richardson St,1360000,3,1
Moonee Ponds,48 Athol St,1360000,3,1
Oakleigh South,25 Acacia Av,1356250,3,1
Brighton East,9a Elizabeth St,1355000,3,1
Preston,590 Murray Rd,1355000,3,1
Murrumbeena,18 Spark St,1355000,3,1
Doncaster,9 Arthur St,1355000,3,1
Niddrie,34 Grandview Rd,1355000,3,1
Beaumaris,7 McNamara St,1354000,3,1
Moonee Ponds,14 Normanby St,1353000,3,1
Murrumbeena,6 Thaxted Rd,1352500,3,1
Bentleigh East,1 Jassa St,1352000,3,1
Box Hill,47 Albion Rd,1351000,3,1
Port Melbourne,150 Clark St,1351000,3,1
Mordialloc,9 Verbena St,1351000,3,1
Malvern East,2 Peak St,1351000,3,1
Ascot Vale,57 Monash St,1350000,3,1
Bentleigh,68 Mortimore St,1350000,3,1
Hughesdale,8 Skipton Rd,1350000,3,1
Port Melbourne,215 Princes St,1350000,3,1
Cremorne,27 Balmain St,1350000,3,1
Blackburn,10 Fir St,1350000,3,1
Fitzroy North,140A Miller St,1350000,3,1
Bentleigh East,25 Stockdale Av,1350000,3,1
Ashwood,9 Katta Ct,1350000,3,1
Northcote,154 Gladstone Av,1350000,3,1
Highett,4 Worthing Rd,1350000,3,1
Glen Waverley,24 Jordan Gr,1350000,3,1
Murrumbeena,19 Brett St,1350000,3,1
Richmond,26 Thomas St,1346000,3,1
Richmond,30 Rowena Pde,1345000,3,1
Brunswick West,14 James St,1345000,3,1
Burwood,2 Bennett St,1342000,3,1
Brighton,1 Airlie St,1342000,3,1
Brunswick,26 Warburton St,1340000,3,1
Hughesdale,20 Dalston Rd,1340000,3,1
North Melbourne,8 Haines St,1340000,3,1
Burwood,42 Uganda St,1340000,3,1
Blackburn South,7 Agnew St,1340000,3,1
Ashburton,5 Nicholas St,1337000,3,1
Altona,173 Queen St,1335000,3,1
Kensington,55 Epsom Rd,1335000,3,1
Northcote,4 Wilmoth St,1335000,3,1
Brunswick East,22 Lord St,1335000,3,1
Northcote,31 Gladstone Av,1335000,3,1
Broadmeadows,46 Meredith St,1335000,3,1
Hampton East,3 Sybil St,1335000,3,1
Blackburn North,5 Merle St,1335000,3,1
Glen Waverley,14 Owens Av,1335000,3,1
Brunswick West,25 Appleby Cr,1332000,3,1
Brunswick West,81 Whitby St,1330000,3,1
Caulfield South,42 Poplar St,1330000,3,1
Essendon,8 Buckley St,1330000,3,1
Richmond,3 Kimber St,1330000,3,1
Newport,34 Thorpe St,1330000,3,1
Bentleigh East,55 Blamey St,1330000,3,1
Mount Waverley,26 Headingley Rd,1330000,3,1
Rosanna,14 Darvall St,1330000,3,1
Clifton Hill,189 Queens Pde,1330000,3,1
Glen Waverley,58 Delmore Cr,1330000,3,1
Bentleigh,4 Leckie St,1327500,3,1
Doncaster,21 Pettys La,1327000,3,1
Greensborough,67 Alexandra St,1326000,3,1
Coburg,41 Glengyle St,1326000,3,1
Brunswick East,122 Barkly St,1326000,3,1
Brunswick West,15 Burnell St,1326000,3,1
Box Hill,23 Bass St,1325000,3,1
Burwood,13 Elizabeth St,1325000,3,1
Fitzroy,359 Smith St,1325000,3,1
Brunswick,146 Donald St,1325000,3,1
Doncaster East,48 Polaris Dr,1325000,3,1
Fitzroy North,810 Brunswick St,1325000,3,1
Moonee Ponds,24 Steele St,1322000,3,1
Ormond,16 Wallen Rd,1322000,3,1
Moorabbin,28 Grandview Gr,1321000,3,1
Balwyn North,233 Balwyn Rd,1320000,3,1
Bentleigh East,8 Marlborough St,1320000,3,1
Essendon North,11 Duffy St,1320000,3,1
Windsor,19 Newry St,1320000,3,1
Spotswood,50 Hick St,1320000,3,1
Bulleen,12 Westwood Dr,1320000,3,1
Moonee Ponds,74 Vine St,1320000,3,1
Burwood East,45 Lenna St,1320000,3,1
Brunswick,2 Richardson St,1320000,3,1
Northcote,8 Aberdeen Gr,1320000,3,1
Surrey Hills,59 Florence Rd,1320000,3,1
Richmond,15 Hosie St,1320000,3,1
Ascot Vale,2 Bettina Ct,1320000,3,1
Bentleigh,13 Somers St,1317500,3,1
Brunswick,38 Stewart St,1317000,3,1
Bentleigh East,24 Hill St,1316000,3,1
Bentleigh East,20 Northam Rd,1315000,3,1
Caulfield South,5 Filbert St,1314000,3,1
Niddrie,30 Carrington Rd,1312000,3,1
Armadale,1/4 Avondale Rd,1312000,3,1
Doncaster,41 Highview Dr,1310000,3,1
Glen Iris,2 Bell St,1310000,3,1
Brunswick East,10 Harrison St,1310000,3,1
Brunswick,26 MacFarland St,1310000,3,1
Nunawading,23 High St,1310000,3,1
Ascot Vale,85 The Parade,1310000,3,1
Richmond,61 Baker St,1310000,3,1
Glen Waverley,22 Campbell St,1310000,3,1
St Kilda,46 Chapel St,1310000,3,1
Collingwood,158 Keele St,1309000,3,1
Collingwood,3A Blanche St,1308000,3,1
Glen Iris,4 Faircroft Av,1307500,3,1
Malvern East,24 Warley Rd,1307500,3,1
Ascot Vale,37 Roxburgh St,1306000,3,1
Ashwood,14 Ashwood Dr,1305000,3,1
Newport,7 Effingham Rd,1305000,3,1
Pascoe Vale,16 Fawkner Rd,1305000,3,1
Essendon West,7 Garnet St,1305000,3,1
Moorabbin,14 Grandview Gr,1305000,3,1
Bentleigh East,40 Tambet St,1305000,3,1
Cheltenham,11 Stuart Av,1305000,3,1
Caulfield South,147 Booran Rd,1303500,3,1
Chadstone,7 Inga Ct,1301000,3,1
Richmond,22 Glass St,1301000,3,1
Albert Park,31 Richardson St,1300000,3,1
Balwyn North,21 Maud St,1300000,3,1
Bentleigh East,36 Kennedy St,1300000,3,1
Burwood,2 Elgar Rd,1300000,3,1
Doncaster,10 Hampshire Rd,1300000,3,1
Doncaster,15 Glenda St,1300000,3,1
Fitzroy North,14 King St,1300000,3,1
Hawthorn,44 College St,1300000,3,1
Kew East,33a Westbrook St,1300000,3,1
Northcote,83 Bastings St,1300000,3,1
Prahran,89 Pridham St,1300000,3,1
Aberfeldie,25 Valencia St,1300000,3,1
Cremorne,66 Green St,1300000,3,1
Collingwood,39 Otter St,1300000,3,1
Niddrie,19 Nolan St,1300000,3,1
Collingwood,54 Mater St,1300000,3,1
Newport,58 Peel St,1300000,3,1
Abbotsford,12 Valiant St,1300000,3,1
Sandringham,90 Sandringham Rd,1300000,3,1
Burwood,2 Webb St,1300000,3,1
Templestowe Lower,18 Feathertop Av,1300000,3,1
Camberwell,2 Bow Cr,1300000,3,1
Chadstone,9 Binalong Av,1300000,3,1
Malvern East,22 Ellison St,1297000,3,1
Brighton,4/170 Church St,1296000,3,1
Carnegie,212 Neerim Rd,1295000,3,1
Altona,13 Linnet St,1295000,3,1
Bentleigh,6 Atkinson St,1293000,3,1
Oakleigh East,16 Leumear St,1292000,3,1
Ascot Vale,45 Bloomfield Rd,1291000,3,1
Bentleigh East,41 Mawby Rd,1291000,3,1
Abbotsford,60 Stafford St,1290000,3,1
Brighton East,355 Nepean Hwy,1290000,3,1
Essendon,5 Raleigh St,1290000,3,1
Essendon,38 Alfred Rd,1290000,3,1
Footscray,13 Lynch St,1290000,3,1
Kew,36 Denmark St,1290000,3,1
Templestowe Lower,315 Thompsons Rd,1290000,3,1
Williamstown,35 Railway Pl,1290000,3,1
South Kingsville,14 Vernon St,1290000,3,1
Bentleigh East,9 Edith Ct,1290000,3,1
Moorabbin,7 Walsh Av,1290000,3,1
Northcote,23 Boothby St,1290000,3,1
Hawthorn,44 Bell St,1290000,3,1
Bulleen,4 White Wy,1290000,3,1
Brunswick West,54 Smith St,1290000,3,1
Cheltenham,17 Keamy Av,1288000,3,1
Carnegie,35 Hunter St,1287000,3,1
Fitzroy North,201A Clauscen St,1286000,3,1
Bentleigh,3 Rogers Rd,1286000,3,1
Coburg,51 Blair St,1286000,3,1
Armadale,75 Sutherland Rd,1285000,3,1
Coburg,35 Belgrave St,1285000,3,1
Williamstown,87 Pasco St,1285000,3,1
Williamstown,10 Queen St,1285000,3,1
Cremorne,125 Cubitt St,1285000,3,1
Ascot Vale,97 Walter St,1284000,3,1
Bentleigh,72 Daley St,1281000,3,1
Carlton North,167 Richardson St,1280000,3,1
Thornbury,45A Harold St,1280000,3,1
Altona,29 Seves St,1280000,3,1
Brunswick,106 Evans St,1280000,3,1
Richmond,28 Newry St,1280000,3,1
Northcote,11 Boothby St,1280000,3,1
Port Melbourne,376 Howe Pde,1276000,3,1
Bentleigh,182 Patterson Rd,1275000,3,1
Bentleigh East,22 Stratford Av,1275000,3,1
Moonee Ponds,212 Maribyrnong Rd,1275000,3,1
Essendon,7 Shamrock St,1275000,3,1
Thornbury,11 Martin St,1272000,3,1
Kensington,72 Bayswater Rd,1271000,3,1
Thornbury,201 Gooch St,1271000,3,1
Bentleigh East,37 Orange St,1270000,3,1
Richmond,43 Type St,1270000,3,1
Seddon,18 William St,1270000,3,1
South Melbourne,25 Mountain St,1270000,3,1
Williamstown,26 Collins St,1270000,3,1
Brunswick West,16 Coronation St,1270000,3,1
Footscray,7 The Crescent,1270000,3,1
Highett,35 Wilson St,1268000,3,1
Bentleigh East,11 Melball St,1266000,3,1
Brighton,4/23 South Rd,1266000,3,1
Collingwood,82 Sackville St,1265000,3,1
Strathmore,49 Glenview Rd,1265000,3,1
Oakleigh South,192 Haughton Rd,1265000,3,1
Brunswick East,73 Barkly St,1265000,3,1
Heidelberg West,1 Calola St,1265000,3,1
Blackburn South,14 Indra Rd,1264000,3,1
Carlton,87 Palmerston St,1263000,3,1
Moorabbin,20 Barilla Rd,1261000,3,1
Wantirna South,12 Bent Ct,1261000,3,1
Oakleigh South,28 Devoy St,1260500,3,1
Brunswick,393A Brunswick Rd,1260000,3,1
Collingwood,20 Hotham St,1260000,3,1
Murrumbeena,3 Short St,1260000,3,1
Highett,23 The Crescent,1260000,3,1
Brunswick West,36 Passfield St,1260000,3,1
Bentleigh East,25 Browns Rd,1260000,3,1
Chadstone,37 Jindabyne Av,1259000,3,1
Highett,28 Graham Rd,1257000,3,1
Moonee Ponds,24 Eglinton St,1256000,3,1
Prahran,117 Charles St,1255000,3,1
Murrumbeena,5 Donal St,1255000,3,1
Brunswick West,14 Foden St,1255000,3,1
Burwood,39 Leonard St,1253500,3,1
Forest Hill,27 Deanswood Rd,1253000,3,1
Carnegie,8 Yendon Rd,1252000,3,1
Essendon West,21 Rosehill Rd,1252000,3,1
Bentleigh East,68 Tambet St,1251000,3,1
Clayton South,695 Heatherton Rd,1250500,3,1
Ashwood,28 Raymond St,1250000,3,1
Brunswick,64 Hanover St,1250000,3,1
Preston,6 Dalgety St,1250000,3,1
Airport West,72 Clydesdale Rd,1250000,3,1
Kensington,91A Bayswater Rd,1250000,3,1
Mount Waverley,30 Howell Dr,1250000,3,1
Newport,36 Davies St,1250000,3,1
Heidelberg,32 Powlett St,1250000,3,1
Oakleigh South,9 Mimosa Av,1250000,3,1
Malvern East,30 Tooronga Rd,1250000,3,1
Parkdale,29 Evan St,1250000,3,1
Brunswick West,186 Hope St,1250000,3,1
Brunswick West,6 Burnell St,1250000,3,1
Eltham,1248 Main Rd,1250000,3,1
Burwood East,55 Hilltop Cr,1250000,3,1
South Melbourne,132 Cobden St,1250000,3,1
Bentleigh East,73 Stockdale Av,1250000,3,1
Altona,6 Myrtle Gr,1248500,3,1
Brunswick,4 Collace St,1247000,3,1
Brunswick West,24 Burnell St,1245000,3,1
Thornbury,33 Wales St,1245000,3,1
Essendon West,10 Beryl St,1245000,3,1
Oakleigh,31 Westgate St,1245000,3,1
Moonee Ponds,59 Margaret St,1245000,3,1
Cremorne,43 Chestnut St,1245000,3,1
Highett,3 Port St,1242000,3,1
South Melbourne,105 Thomson St,1242000,3,1
Bentleigh East,9 Colin St,1241000,3,1
Essendon,37 William St,1240000,3,1
Prahran,6 Wynnstay Rd,1240000,3,1
Cheltenham,19 Shipston Rd,1240000,3,1
Thornbury,150 Gooch St,1240000,3,1
Northcote,128 Charles St,1240000,3,1
Abbotsford,38 Studley St,1240000,3,1
Carnegie,88 Miller St,1240000,3,1
Bentleigh East,1 Goodrich St,1240000,3,1
Parkdale,27 Elliot St,1240000,3,1
Coburg,25 Service St,1238000,3,1
Newport,45 Woods St,1237500,3,1
Thornbury,54 Swift St,1236000,3,1
Oakleigh South,24 Guest Rd,1235000,3,1
Northcote,99 Kellett St,1235000,3,1
Essendon North,5 Keam St,1235000,3,1
Bentleigh East,91 Stockdale Av,1235000,3,1
Port Melbourne,175 Farrell St,1234500,3,1
Bundoora,567 Grimshaw St,1234000,3,1
Northcote,44 Bent St,1232000,3,1
Bentleigh,7 Whitmuir Rd,1230000,3,1
Kensington,49 Robertson St,1230000,3,1
Ascot Vale,54 The Parade,1230000,3,1
Newport,112 Johnston St,1230000,3,1
Yarraville,12 Montague St,1230000,3,1
Bulleen,5 Amberley Ct,1230000,3,1
Cheltenham,6 Shadwell St,1230000,3,1
Port Melbourne,360 Howe Pde,1230000,3,1
Brunswick,12 Louisa St,1230000,3,1
Bentleigh East,14 York St,1228000,3,1
Essendon,82 Price St,1226000,3,1
Preston,26 Mount St,1226000,3,1
St Kilda,247 Barkly St,1225000,3,1
Oakleigh,105 Atkinson St,1225000,3,1
Oakleigh,36 Hatter St,1225000,3,1
Ashwood,4 Wippa Ct,1225000,3,1
Yarraville,24 Goulburn St,1225000,3,1
Altona,232 Blyth St,1225000,3,1
Northcote,41 Barry St,1225000,3,1
Moorabbin,21 Fiddes St,1224000,3,1
Rosanna,179 Beverley Rd,1224000,3,1
Brunswick,5 MacKenzie St,1222500,3,1
Glen Iris,1/46 Iris Rd,1222000,3,1
Brunswick West,48 Smith St,1222000,3,1
Carnegie,76 Mimosa Rd,1222000,3,1
Spotswood,6 George St,1222000,3,1
Ivanhoe,30 Oriel Rd,1220000,3,1
Southbank,80 Coventry St,1220000,3,1
Heidelberg,22 Almay Gr,1220000,3,1
Murrumbeena,26 Innellan Rd,1220000,3,1
Brunswick West,63A Hunter St,1220000,3,1
Malvern East,414 Waverley Rd,1220000,3,1
Oakleigh South,36 Bossington St,1218500,3,1
Nunawading,9 Patterson St,1218000,3,1
Ascot Vale,58 Bloomfield Rd,1215000,3,1
Preston,12 Belgrove St,1215000,3,1
Oakleigh,17 Abbeygate St,1215000,3,1
Thornbury,144B Flinders St,1215000,3,1
Richmond,118 Somerset St,1214000,3,1
Kew,43 Kellett Gr,1211000,3,1
Moonee Ponds,50 Wilson St,1211000,3,1
Brunswick West,21 Walker St,1211000,3,1
Coburg,60 Glengyle St,1210000,3,1
Hughesdale,37 Darling St,1210000,3,1
Williamstown,77 Melbourne Rd,1210000,3,1
Brunswick,217 Victoria St,1210000,3,1
Aberfeldie,435 Buckley St,1210000,3,1
Oakleigh East,33 Greta St,1210000,3,1
Coburg,87 Phillips St,1210000,3,1
Ashburton,3A Crete Av,1210000,3,1
Bentleigh,14 Jasper Rd,1210000,3,1
Reservoir,8 Invermay St,1210000,3,1
Moonee Ponds,11 Bloom St,1210000,3,1
Doncaster East,41 Highfield Rd,1209000,3,1
Bentleigh East,40 Kennedy St,1208000,3,1
Bentleigh East,93 Parkmore Rd,1206000,3,1
Richmond,8 Hodgson Tce,1205000,3,1
Surrey Hills,999A Riversdale Rd,1205000,3,1
Flemington,75 Farnham St,1205000,3,1
Moonee Ponds,13 Hudson St,1205000,3,1
Hampton,2/46 Earlsfield Rd,1205000,3,1
Coburg,3 Anketell St,1205000,3,1
Northcote,76 Union St,1205000,3,1
Brunswick,25 Ford St,1204000,3,1
Templestowe Lower,24 Marcus Rd,1204000,3,1
Bentleigh East,26 Almurta Rd,1200000,3,1
Bentleigh East,3 Forrest St,1200000,3,1
Brunswick West,5 Halpin St,1200000,3,1
Northcote,30 Clarke St,1200000,3,1
Preston,22 Furzer St,1200000,3,1
Templestowe Lower,8 Corroboree Pl,1200000,3,1
Windsor,1/24 Green St,1200000,3,1
Brunswick,10 Staley St,1200000,3,1
Newport,12 Durkin St,1200000,3,1
Niddrie,60 Teague St,1200000,3,1
Thornbury,10 Speight St,1200000,3,1
Fairfield,13 Darling St,1200000,3,1
Warrandyte,44 Webb St,1200000,3,1
Bulleen,29 Flinders St,1200000,3,1
Elsternwick,4/49 Seymour Rd,1200000,3,1
Highett,1/12 Jillian Av,1200000,3,1
Richmond,50 Farmer St,1200000,3,1
Brunswick,185 Edward St,1200000,3,1
Abbotsford,31 Park St,1200000,3,1
Newport,50 Home Rd,1199000,3,1
Bentleigh,11 Lydia St,1199000,3,1
Bentleigh East,54 Elizabeth St,1197000,3,1
Kingsville,160 Queensville St,1196000,3,1
Hampton East,2 Harry St,1195000,3,1
Heidelberg,10 Cleve Gr,1195000,3,1
Thornbury,145 Shaftesbury Pde,1195000,3,1
Strathmore,34 Woodland St,1194000,3,1
Balaclava,6 Blenheim St,1193000,3,1
Thornbury,335 Rossmoyne St,1192000,3,1
Moorabbin,33 Franklin St,1191000,3,1
Brunswick West,25 Wales St,1190000,3,1
Doncaster,22 Menarra St,1190000,3,1
Northcote,238 Victoria Rd,1190000,3,1
Thornbury,59A Fyffe St,1190000,3,1
Aberfeldie,4 Brunel Ct,1190000,3,1
St Kilda,1/23 Eildon Rd,1190000,3,1
Templestowe Lower,16 Benambra Dr,1190000,3,1
Mount Waverley,40 Catherine Av,1190000,3,1
West Melbourne,191 Stanley St,1190000,3,1
Thornbury,8 Monash Av,1190000,3,1
Hawthorn,9/69 Wattle Rd,1189000,3,1
Newport,259 Douglas Pde,1189000,3,1
Brunswick West,194 Dawson St,1186000,3,1
Niddrie,21 Haldane Rd,1186000,3,1
Bentleigh East,20 Elizabeth St,1185000,3,1
Newport,15 Bradley St,1185000,3,1
Sandringham,127A Bay Rd,1185000,3,1
Bentleigh East,10 Wards Gr,1185000,3,1
Preston,57 Carlisle St,1185000,3,1
Ashwood,8 Condah Ct,1183000,3,1
Richmond,77 Buckingham St,1182000,3,1
Bentleigh East,7 Noora Av,1182000,3,1
Richmond,21 Davison St,1182000,3,1
Templestowe Lower,20 Fyfe Dr,1181000,3,1
Hughesdale,24 Willesden Rd,1181000,3,1
Doncaster East,10 Morinda Cr,1181000,3,1
Doncaster,41 Burgundy Dr,1180000,3,1
Hawthorn,4A Simpson Pl,1180000,3,1
Templestowe Lower,258 Thompsons Rd,1180000,3,1
Burwood East,11 Kalista Ct,1180000,3,1
Moonee Ponds,8 Bloom St,1180000,3,1
Ringwood,8 Wantirna Rd,1180000,3,1
Bentleigh East,3 Samuel Ct,1180000,3,1
Pascoe Vale,27 View St,1180000,3,1
Oakleigh East,59 Carmichael Rd,1180000,3,1
Newport,16 Blenheim Rd,1176000,3,1
Burwood,22 Andrews St,1175000,3,1
Bentleigh East,29 Argyle St,1175000,3,1
Reservoir,57 Southernhay St,1175000,3,1
Ascot Vale,48 Middle St,1175000,3,1
Brunswick West,915 Park St,1172000,3,1
Preston,52 May St,1171000,3,1
Glenroy,47 Morley St,1171000,3,1
Box Hill,5 Patricia St,1170000,3,1
Brunswick,4 Frederick St,1170000,3,1
Carnegie,1/38 Neville St,1170000,3,1
Caulfield South,80 Sycamore St,1170000,3,1
Moonee Ponds,25 Buckley St,1170000,3,1
Toorak,3 Ruabon Rd,1170000,3,1
Cheltenham,28 Regent Pde,1170000,3,1
Burwood,50 Finch St,1170000,3,1
Alphington,77A Fulham Rd,1170000,3,1
Alphington,22 Lowther St,1165000,3,1
Bentleigh East,13 Norville St,1165000,3,1
Kensington,41 Barnett St,1165000,3,1
Richmond,21 Crown St,1165000,3,1
Yarraville,83 Tarrengower St,1165000,3,1
Bentleigh East,68 Mawby Rd,1165000,3,1
Altona,12 Kookaburra St,1165000,3,1
Essendon,75 Deakin St,1165000,3,1
Mentone,9 Coolabah St,1165000,3,1
Moonee Ponds,8 Pattison St,1162000,3,1
